"topic","gamma","TopicLabel","Title","Abstract","Year","Country"
1,0.971670058957941,"Reading Comprehension and Language Processing","Effects of Semantic Transparency and Structure Type of the Phonogram on Phonological Activation of Semantic Radicals","Abstract: The present study used primed-naming paradigm to explore effect of semantic transparency and structure type of the phonogram on phonological activation process of semantic radicals. It was found that:the semantic radicals' pronunciation of both transparent and opaque phonograms were activated in SOA=50 ms; when SOA=100 ms, the pronunciation activation within the transparent phonogram was still significant, while that within the opaque phonogram was disappeared; At the time of SOA=300, the pronunciation activation of both types of the phonograms completely disappeared. Semantic radical's pronunciation of the SP phonogram was activated at both SOA=50 ms and SOA=100 ms, while that of the PS phonogram was only slightly activated at SOA=50 ms. Key words: phonological activation process, semantic radicals, semantic transparency, structure type",2018,"China"
1,0.970536515281995,"Reading Comprehension and Language Processing","The Role of Morphological Awareness in Reading of Chinese Second Language Learners","This study aimed to explore the role of morphological awareness in reading of Chinese second language learners. Participants’ morphological awareness were measured, and the eye movements were recorded by using eye-tracking technology while they read sentences and passages. The results showed that: 1) Morphological awareness significantly predicted fixation times on two-character words during sentences reading, with different effects in different components of morphological awareness. 2) Morphological awareness not only directly predicted the fluency and accuracy of reading texts, but also indirectly affected the fluency and accuracy of passages reading via vocabulary recognition in different direction. The results indicate that morphological awareness is an important factor to predict reading of Chinese second language learners, with different components play different role in such effects. Key words: morphological awareness, reading fluency, reading accuracy, Chinese second language learners, eye movement",2024,"China"
1,0.969546227110418,"Reading Comprehension and Language Processing","The influence of foveal processing load on parafoveal preview of fast and slow readers during Chinese reading","Abstract: Parafoveal pre-processing contributes to highly efficient reading for skilled readers. Research has demonstrated that high-skilled or fast readers extract more parafoveal information from a wider parafoveal region more efficiently compared to less-skilled or slow readers. It is argued that individual differences in parafoveal preview are due to high-skilled or fast readers focusing less of their attention on foveal word processing than less-skilled or slow readers. In other words, foveal processing difficulty might modulate an individual's amount of parafoveal preview (i.e., Foveal Load Hypothesis). However, few studies have provided evidence in support of this claim. Therefore, the present study aimed to explore whether and how foveal lexical processing load modulates parafoveal preview of readers with different reading speeds (a commonly used measurement of reading skill or reading proficiency).
By using a three-minute reading comprehension task, 28 groups of fast and slow readers were selected from 300 participants (234 were valid) according to their reading speed in the current study. Participants were then asked to read sentences while their eye movements were recorded using an Eyelink 1000 eyetracker. Each experimental sentence contained a pre-target word that varied in lexical frequency to manipulate foveal processing load (low load: high frequency; high load: low frequency), and a target word manipulated for preview (identical or pseudo-character) within the boundary paradigm.
Global analyses showed that, although fast readers had similar accuracy of reading comprehension to slow readers, they had shorter reading times, longer forward saccades, made less fixations and regressions, and had higher reading speeds compared to slow readers, indicating that our selection of fast and slow readers was highly effective. The pre-target word analyses showed that there was a main effect of word frequency on first-pass reading times, indicating an effective manipulation of foveal load. Additionally, there were significant interactions of Reading Group × Word Frequency, and Reading Group × Word Frequency × Parafoveal Preview for first fixation and single fixation durations, showing that the frequency effects were reliable for fast readers rather than for slow readers with pseudocharacter previews, while the frequency effects were similar for the two groups with identical previews. However, the target word analyses did not show any three-way or two-way interactions for the first-pass reading times as well as for skipping probability. To be specific, the first-pass reading times were shorter at the target word with identical previews in relation to pseudocharacter previews (i.e. preview benefit effects); importantly, similar size effects occurred for both fast readers and slow readers.
The findings in the present study suggest that lexical information from the currently fixated word can be extracted and can be used quickly for fast readers, while such information is used later for slow readers. This, however, does not result in more (or less) preview benefit for fast readers in relation to slow readers. In conclusion, foveal lexical processing does not modulate preview benefit for fast and slow readers, and the present results provide no support for the Foveal Load Hypothesis. Our findings of foveal load effects on parafoveal preview for fast and slow readers cannot be readily explained by current computational models (e.g., E-Z Reader model and SWIFT model).
Key words: fast readers, slow readers, parafoveal preview, foveal processing load, Chinese reading.",2020,"China"
1,0.968549274232141,"Reading Comprehension and Language Processing","1: Morphological structures of two-character words influence character position encoding","关键词: 复合词, 汉字转置效应, 位置信息编码, 形态结构 Abstract: The Transposed-Letter effect (TL effect) demonstrates the importance of letter position encoding in word recognition, highlighting its stable flexibility. In order to understand the processing mechanisms of word recognition, recent research investigated letter position encoding in words with different morphological structures. If the compound word is processed in the morphological decomposition manner, the transposition across morphemes will cause more interference than within morphemes, then resulting in a reduced TL effect. In Chinese, it was also found that the character position encoding is flexible, which is demonstrated by the Transposed-Character (TC) effect. Researchers examined whether the character position encoding is different between the monomorphemic word and the compound word. There was found no significant difference between them. It indicates that the compound word is accessed in a holistic route. However, the Chinese compound word consists of various types of morphological structures. Since the semantic role of each morpheme is different across morphological structures, the subordinative compound word, formed by a modifier and a semantic headedness, might have more rigid character position encoding than the coordinative compound word, formed by two semantic headedness. Then causes different processing mechanisms. Therefore, this study employed eye-tracking technology and the boundary paradigm to explore character position encoding in different morphological structures of two-character words. Seventy-eight students participated in the experiment, which utilized a 3 (Word type: monomorphemic word, subordinate compound, coordinative compound) × 3 (Preview type: identical preview, transposed preview, unrelated preview) within-participants design. We hypothesized the TC effect exists in all types of the two-character word. However, for the processing of the subordinative compound word, the assignment of the semantic role is needed. Thus, the character flexibility of the subordinative compound word should be lower than that of the coordinative compound and monomorphemic word, which is indicated by the lower TC effect for the subordinative compound word. The results revealed that the fixation time (First fixation, Gaze duration, and regression path reading time) of transposed previews were significantly shorter than those of unrelated previews. It indicates a significant TC effect and demonstrates the flexibility of character position encoding. Furthermore, the fixation time of identical previews was significantly shorter than that of transposed previews. It indicates the importance of character position encoding in accurate word recognition. We also found an interaction effect between word type and preview type. The subordinate compound word exhibited a smaller TC effect compared to the coordinative compound word and the monomorphemic word. However, the TC effect of the coordinative compound word did not differ from that of the monomorphemic word in terms of gaze duration and regression path reading time. Additionally, the difference between the identical preview and the transposed preview conditions was greater for the subordinate compound word than for the coordinative compound word and the monomorphemic word. However, the difference between identical preview and transposed preview conditions of the coordinative compound word did not differ from that of the monomorphemic word in terms of gaze duration. In conclusion, the character position encoding of the monomorphemic word and the coordinative compound word showed greater flexibility compared to that of the subordinate compound word, while no significant difference was observed between the monomorphemic word and the coordinative compound word. These findings suggest that the morphological structure of the two-character word directly influences the TC effect, supporting the dual-route race model of the processing of the morphological complex word and providing empirical support for the Chinese reading model. Key words: compound words, transposed-character effect, position encoding, morphological structure",2024,"China"
1,0.967939666822561,"Reading Comprehension and Language Processing","Is Skipping Based on Full or Partial Processing of the Parafoveal Word in Chinese Reading?","Abstract: In order to explore whether or not word skipping is based on the full or partial processing of the parafoveal word, a high predictable word was selected as the target word, of which the preview was an identity, a low predictable word, a visually similar pseudocharacter, or visually dissimilar pseudocharacter by using the boundary paradigm. Analyses of the target words showed that the skipping rate was higher for the visually similar pseudocharacter preview than the visually dissimilar pseudocharacter preview. Total fixations were longer for high predictability preview compared with the low predictability preview, though skipping rates were similar between the two conditions. Our finding indicates that Chinese readers use orthographical information from the parafoveal word to make a skipping decision, indicating that to some extent word skipping decisions can be made on the basis of partial processing prior to fixating the word in the parafovea. Key words: word skipping, predictability, parafoveal preview, Chinese reading",2020,"China"
1,0.967589757857469,"Reading Comprehension and Language Processing","Initial Character Positional Probability Does Not Influence Word Segmentation in Chinese Reading: Evidence from Parafoveal Processing","Abstract: We manipulated the initial character positional probability of two-character word and preview type using boundary paradigm, in order to answer whether Chinese readers are sensitive to the information of word initial character’s positional probability during word segmentation and word identification in natural Chinese reading. Two-character words were selected as target words. The initial character’s positional probability was manipulated as being either high or low, and the final character was kept identical across the two conditions. We recorded adults’ eye movements when they read sentences containing these words. The results showed that preview benefits did not differ in the high-probability and low-probability conditions for skipping probability and the measures of first pass reading, demonstrating that Chinese readiness did not use word initial character positional probability in parafovea for word segmentation and word identification in Chinese reading. Key words: character positional probability, word segmentation, parafoveal processing, Chinese reading",2022,"China"
1,0.960877476111527,"Reading Comprehension and Language Processing","An Eye Movement Study of Chinese Word Recognition of Tibetan Native Speakers","Abstract: The present study applied the eye tracking technique to investigate the effects of orthographic and phonological information on the word recognition of Tibetan native speakers while reading Chinese sentences, as well as the effect of word frequency in high or low constraint contexts. The results showed that the orthographic and phonological information jointly influenced word recognition when the context was high constraint. In low constraint context, the orthographic information played an important role on word recognition. The effect of word frequency occurred at the late stage in high constraint context while it was observed at the middle and late stage in low constraint context. These results indicates that the sentence context influences the effects and the time course of orthographic and phonological information on word recognition during the Tibetan native speakers while reading Chinese, which is in support of the two-channel theory of word recognition. Key words: Tibetan native speakers, word recognition, Chinese, eye movement",2020,"China"
1,0.956639839752395,"Reading Comprehension and Language Processing","The Influence of Reading Mode on Word Frequency Effect in Chinese Sentence Reading","Oral and silent reading are two basic reading modes. It is still controversial whether and how reading mode affects the word frequency effect. To further clarify this issue, the present study examined the word frequency effects of adults in different reading modes by using EyeLink 1000Plus. A 2 (reading mode: oral, silent) × 2 (word frequency: high, low) within-subjects experimental design was adopted to provide evidence for the lexical processing difference between the two reading modes. It was found that word frequency significantly interacted with reading mode in first fixation duration, gaze duration, regression path duration, and total fixation duration. Specifically, there was a word frequency effect in silent reading condition but not in oral reading condition in first fixation duration, suggesting that the word frequency effect occurred slightly earlier in silent reading than in oral reading, and the word frequency effect was greater in oral reading in other temporal eye movement measures. The results suggest that adult readers process words more efficiently when reading silently compared to reading aloud. Key words: oral reading, silent reading, word frequency effect, eye movements",2024,"China"
1,0.956525317085969,"Reading Comprehension and Language Processing","Interword Spaces Facilitate Chinese Reading: Evidence from reading Right to Left","Abstract: Abstract: Interword spaces play very important roles in spaced alphabetic language for delimiting word boundaries. When spaces between words are removed. reader's reading efficiency will be reduced significantly, word identification also will be disrupted. In unspaced languages, such as Thai, inserting spaces between words was proved to improve reading. Although Chinese script is normally printed as continuous strings of characters, word identification is one of the critical processes in reading. Number of studies explored whether inserting spaces between words could improve the reading efficiency of Chinese readers, and found no evidences supporting any facilitation or disruption of interword spaces had on reading. Researchers provided that the null effect was due to the trade-off between the facilitation of inter-word spaces and the interference of unfamiliar inter-word spaces text. Studies using Chinese second language beginners as the participants, who were much less experienced in reading Chinese texts without spaces between words, to investigate the effect of inserting word spaces on their reading. They found that participants benefited from introducing the inter-word spaces. However, Chinese second language beginners still have experiences in reading Chinese texts, at the same time, they were less skilled Chinese readers which may confuse the results. In current study, we manipulated the presenting direction of Chinese text, including normal text presented from left to right and text presented from right to left, which the readers had no experience in reading such a text. We also manipulated the appearance of spaces between words (presented vs. absent) and frequency of the target words (high vs. low). 48 undergraduates participates were asked to read sentences and their eye movements were recorded using the Eye Link 1000 Plus Eye tracker. Results of sentence level analysis showed that the efficiency of reading the text written from right to left was significantly lower than that of reading the normal presented text written from left to right, which was manifested as longer average fixation time, more fixation counts, and longer total reading time. Inter-word spaces did not promote participants’ reading efficiency when they read normal presented text written from left to right, which is consistent with previous studies. However, when they read the text written from right to left, word spaces facilitated readers’ reading compared to reading text without spaces due to readers spent shorter total reading time and made less fixations. For the word analysis, we observed a significant frequency effect which showed that the fixation time spent on high frequency target words was significantly shorter than that on low frequency target words, but such word frequency effect were not qualified by the presentation direction or the appearances of word spaces. In addition, we also obtained space effect and presenting direction effect due to readers spent shorter fixation durations on target words with inserting interword spaces(and reading from left to right) compared to process unspaced words (reading from right to left).These findings suggested that introducing word spaces as word segmentation cues facilitated Chinese reading of readers who were lack of such reading experience, which supports the trade-offs hypothesis. Moreover, introducing word spaces promotes reader's word identification. Key words: word segmentation, experience of reading, trade-off, Chinese Reading",2022,"China"
1,0.955025977699344,"Reading Comprehension and Language Processing","Effects of Metalinguistic Awareness and Rapid Automatized Naming on Character Dictation for Pupils","Abstract: Character dictation is an important task in Chinese pupils' literacy development, which is influenced by many cognitive skills. The present cross-sectional study investigated the contribution of metalinguistic awareness and rapid automatized naming to character dictation from grade 1 to grade 6.In this study, 858 children were administered by a battery of tests about metalinguistic awareness (e.g., phonological awareness, morphological awareness, and orthographic awareness), rapid automatized naming and character dictation, with non-verbal IQ and vocabulary knowledge as control variables. With IQ and vocabulary knowledge controlled,the results showed that (1) phonological awareness and orthographic awareness played important roles in low grades; (2) rapid automatized naming played an important role in intermediate and high grades; (3) morphological awareness explained unique variance of character dictation in all grades. Every cognitive skill played a different role in different grade level. Key words: metalinguistic awareness, rapid automatized naming, pupils, character dictation",2016,"China"
1,0.950392639378425,"Reading Comprehension and Language Processing","Predictability impacts word and character processing in Chinese reading: Evidence from eye movements","Abstract: It has been extensively documented that the predictability of a word in context is closely related with how easily it can be processed. Although there is evidence that the precise time course of predictability effects facilitates the parafoveal processing of alphabetic words, i.e., the extraction of their visual, orthographic, phonological, and semantic features, the issue of how context impacts the early stages of word processing in Chinese reading remains a matter of debate. In particular, does it affect early word and character processing when identifying multi-character words? This issue was explored in the present study by manipulating the predictability of the target words and the frequency of words or characters. The hypothesis that predictability facilitates the early stage of word processing, i.e., word/character processing, predicts reliable interaction effects of predictability with word/character frequency. Three experiments were conducted to check this prediction.
Eye movements of participants were tracked as they read Chinese text. The sentences that contained target words were displayed in Song font, with each Chinese character subtending approximately 1.32 degrees of visual angle. The target words embedded in the sentences in the experiments were composed of two Chinese characters. All three experiments manipulated target words’ predictability, in addition to which we also varied the target words’ frequencies in Experiment 1, the frequencies of the initial characters of the target words in Experiment 2, and the frequencies of the end characters of the target words in Experiment 3. The movements of the participants’ right eyes were recorded with an Eye Link 1000 device manufactured by SR Research Ltd.
Pervasive predictability effects were observed in the eye movement measures in all three experiments, such that high predictability words were fixated for longer times than low predictability words (i.e., first fixation duration, gaze duration, and total reading time), and were re-fixated and regressed less often and skipped more often than low predictability words. Except for skipping probability, a similar pattern was observed for the effects of word frequency, where frequency had a significant impact on first fixation duration, gaze duration, total reading time, and re-fixation and regression probability in Experiment 1. Reliable frequency effects of the initial character on probability measures were observed in Experiment 2, with higher probability of skipping and regression, and less re-fixation on words with high initial-character frequency than those with low initial-character frequency. Reliable or marginally reliable frequency effects of the end character were also observed in Experiment 3. Although no reliable interaction effects of predictability with frequency factors were observed in Experiments 1 and 2, pronounced interaction effects of predictability with end character frequency were observed on fixation time and re-fixation probability in Experiment 3.
The particular concerns of the present study were the interactions between word predictability and frequency variables. Bayes factor analyses of the linear mixed models in relation to first fixation duration, single fixation duration, and gaze duration were conducted for Experiments 1 and 2 whose results favored the null hypothesis. The lack of interaction effects in the first two experiments suggests independent impacts of word predictability and word or initial character frequency on Chinese word processing, while reliable interaction effects between word predictability and end character frequency in Experiment 3 suggest that word predictability affects prelexical processing, i.e., character processing in Chinese reading, thus suggesting that context directly impacts character processing in Chinese reading. Finally, the theoretical implications of the data are discussed.
Key words: Chinese reading, word predictability, characters and word processing, eye movement",2020,"China"
