"topic","gamma","docCNYear","TopicLabel","Title","Abstract...Key.Words"
1,0.907003891050584,2020,"Social Cognition and Psychological Theory","The Embodiment of the Dream: Theory, Method and Technique of Embodied Imagination","Abstract: Embodied Imagination, which was proposed by Dutch psychologist Robert Bosnak, is a kind of dreamwork technique. By re-experiencing the dream images in a dual-state and triggering body feelings, the contents of unconscious could be revealed consciously, and thus achieving the therapeutic goal. This article systematically expounds the theoretical basis and method origin of Embodied Imagination to clarify its theoretical and technical framework. By reviewing and analyzing the method process and technical principles of Embodied Imagination, the implementation points and the technical elements are definitized in this article, so as to pave the path for the further exploration. The theory of Embodied Imagination inherits from the interpretation of dreams with unconsciousness in Freudian traditional psychoanalysis, the concern about the reality of psyche in Jungian analytical psychology, as well as the idea of positively reshaping dreams in Hillman's archaeological psychology. Embodied Imagination approves Freud's view that dreams are unconscious representations but does not agree that dreams are merely disguises of desires. Besides, Embodied Imagination absorbs Jung's conception of ""spiritual reality"", insisting that all images in dreams are real and complete; and it creatively points out that dreams can be remembered and recorded by the body, so that the implied meaning of the unconscious will emerge from converged feelings. Furthermore, Embodied Imagination also adopts Hillman's ideas of changing the direction of dream work and pursuing the retrospection rather than reconstruction of dreams. Thus, communicating with the archetype world through dreams to achieve treatment becomes an important theoretical source of Embodied Imagination. Absorbing the essence of methods in hypnosis, free association and active imagination, the technique of Embodied Imagination makes some critical adjustments based on its theory. The main particularity of Embodied Imagination is that setting the dream work in the dual state of ""walking between awake and comatose"", transforming the orientation from analysis-oriented import direction to the experience-based export direction, using the physical body as the work anchor point and the reaction container, emphasizing the function of emotions and feelings appeared in the dream, and reinterpreting the ""synchronization"" and ""transference"" between the therapist and the client. Embodied Imagination contains five main processes which are: (1) preparing for work state; (2) accessing to liminal state; (3) experiencing the dream persistently; (4) exploration in multiple perspectives and transforming; (5) integrating feelings and leaving dream. Several key points ought to be noticed during the work process of Embodied Imagination. The dream sources chosen for work must be fresh. The work strategy should be formulated around the dream environment – starting from the safest place and taking the emotional transition as the focus of work. Communication is based on a well-established counseling relationship, and the therapist could not project personal feelings on the client. Embodied Imagination not only brought a new technological tool to clinical psychotherapy but also introduce a fresh view to understand dream. In conclusion, Embodied Imagination is an effective dream work in clinical psychology with very broad application scenarios for the time to come. Key words: Embodied Imagination, dreamwork, analytical psychology"
1,0.906315789473684,2024,"Social Cognition and Psychological Theory","12: Psychological and behavioral stability in a rapid changing society: An illustration of modesty effect","Faced with historically unprecedented improvements in the economy and quality of life, how will human psychology and behavior evolve? We hypothesize that although social changes will influence and alter certain aspects of human psychology and behavior, others, deeply rooted in culture, will remain stable and unaffected. Nearly thirty years of cross-cultural research on the modesty effect supports this hypothesis. Modesty, a product of the collectivism deeply embedded in Chinese traditional culture, exemplifies these cross-cultural differences stemming from the fundamental differences between individualism and collectivism in Eastern and Western societies. After summarizing three decades of research on the modesty effect, we find that despite China's dramatic economic and social developments, this cross-cultural effect has remained largely constant, indicating a high level of stability due to its profound cultural foundations. Key words: modesty, lie, collectivism, social change, stability"
1,0.903344481605351,2019,"Social Cognition and Psychological Theory","Are Wise Men Necessarily Benevolent? A Reflection upon the Relationship between Wisdom and Virtue","Abstract: Wisdom and virtue are independent psychological structures interacting with each other. Based on personal and cultural experience, philosophers and psychologists have proposed many different theories about the relationship between wisdom and virtue (Aristotle, 350BC/2014; Jason et al., 2001; Yang, 2014; Whitcomb, 2010; Peterson & Seligman, 2004). However, no consensus is reached and three different types of relationship between wisdom and virtue are proposed: 1. “linear relationship”: wisdom-related abilities (such as wise reasoning) have a moderately or highly positive correlation with virtue-related abilities (such as moral reasoning); 2. “threshold relationship”: virtue is a necessary but not sufficient condition for wisdom, that is, an individual cannot achieve the highest level of wisdom without virtue; 3. “subordination”: wisdom is a sub-dimension of virtue; or, virtue is a sub-dimension of wisdom. However, these three models are simply based on the speculation of philosophers and psychologists, who focused on the theoretical discussion about the relationship between virtue and wisdom, rather than the empirical studies based on quantitative methods. Especially, experimental studies on the causal relationship between ""Wisdom"" (wisdom-related performance: creativity, self-reflection, profound knowledge, etc.) and ""Virtue"" (virtue-related performance: the pursuit of virtue, prosociality, etc.) (Hu, 2016). If we ask an important scientific question in the research field of Wisdom, it is that whether individuals who have a deep understanding of their own life experiences (with wisdom) are also more likely to care about others (with virtue)? Is there a causal relationship between wisdom and virtue? After the comprehensive review about the researches on the relation between wisdom and virtue, we consider there are still some deficiencies: (1) Although there are many psychologists discuss on the theoretical foundations of wisdom and virtue directly or indirectly, few empirical studies (only 6 articles) explored the relation between wisdom and virtue (Liu et al., 2014; Grossmann et al., 2017；Hu et al., 2017；Huynh et al., 2017；Kim, 2017；Pasupathi & Staudinger, 2001). (2) Strictly speaking, few empirical studies verified the bidirectional causal relationship between wisdom and virtue. There was only one paper (Huynh et al., 2017) which attempted to explore the causal relationship between pursuing virtue and wise reasoning, but they didn't manipulate the independent variables successfully. Moreover, there are differences in the concept of virtue between Western and Eastern cultures scholars (Takahashi & Overton, 2002; Takahashi & Overton, 2005; Hu, 2016; Hu et al., 2016). We suggest that wisdom and virtue are different psychological structures influencing each other. Wisdom is more about cognitive process, whereas virtue is more about value. Moreover, we support the ""Threshold relationship"" model. In the future, we could apply the paradigm of experimental ethics, focus on bidirectional causality between wisdom and virtue in specific contexts and explore potential cognitive neural mechanisms underlie causality between wisdom and virtue, and develop interventions that enhance personal wisdom and virtue. Moreover, we need to consider differences in the concepts of “wisdom” and “virtue” between eastern and western cultures, and design experiments that fit in Chinese native culture. Finally, how to unify the “Oughtness” and “Isness” on the relationship between wisdom and virtue is the challenge we need to face. Key words: wisdom, virtue, prosociality, bidirectional causality"
1,0.898979591836735,2023,"Social Cognition and Psychological Theory","Construction of a High-Quality Social Psychological Services System with Chinese Characteristics Should Implement “the Six Principles Must Insist on”","Abstract: The construction of high-quality social psychological services system with Chinese characteristics is not only an important path to advance “the Healthy China Initiative”, but also an important measure and means to promote the innovation of social governance and the modernization of governance ability in the new era. “The six principles must insist on” has been put forward in the report to the 20th CPC National Congress, which pointed out the direction for the construction of a high-quality social psychological services system with Chinese characteristics and profoundly expounded the scientific method and correct path to promote theoretical innovation. This paper discussed how to develop the construction of a social psychological services system with Chinese characteristics by implementing “the six principles must insist on”.
Key words: Chinese characteristics, social psychological services system, “the six principles must insist on”"
1,0.898769230769231,2022,"Social Cognition and Psychological Theory","Predictive Processing: Breaking the Impasse of Two Generations of Cognitive Science","Abstract: Nowadays, quarrels and fights between two generations of cognitive science almost result in an inevitable impasse. As an instance, the deep relations of theories between J. J. Gibson and David Marr has been carved off, and of which two theories each other has been pushed toward the opposite sides; which could be viewed as a portrayal of these overt states of affairs. The central tenet of the First-Generation Cognitive Science summarizes as: the Representational-Computational Approach; and the central tenet of the Second-Generation Cognitive Science: the Embodied Action Approach. What is the nature of “mind” at all? These two approaches conflict each other; and the either/or choice which seems the only game in the town. In recent years, researchers attempt to integrate both strains of sources, hoping to provide a unified framework, thus of whichc ould be viewed as might prospectively break the impasse of two generations of cognitive science in the near future. It calls “Predictive Processing”. This approach apparently originates in hierarchal predictive coding theories of vision & auditory studies (since 1980s), and thereby has been modified substantively by the neuroscientist Karl Friston, et al., into a fashion of action-oriented. Predictive Processing combines with two indispensable components: Hierarchical Predictive Processing and Active Predictive Processing. In rough, the Hierarchical Predictive Processing mainly inherits from hierarchical predictive coding theories of the First-Generation Cognitive Science(e.g., Marr’s multi-level computational theory of vision, hierarchical neural networks, etc.); and the Active Predictive Processing somehow advances various versions of theories of the Second-Generation Cognitive Science relates with action(e.g., Gibson’s affordances theory, enactive cognition, etc.). Both components could be viewed as dual aspect of an integrated theory. In Predictive Processing, the Free Energy Principle views adaptivity as the most fundamental principle of the theory construction of neural & cognitive systems, and generally self-organizing systems. The overall goal of Hierarchical Predictive Processing is to make the cognitive agency adaptable and sustainable as much as possible. Next, the optimization problem of adaptation turns into problems of surprises minimization or prediction errors minimization by means of Bayesian inference & Bayesian statistics. The basic working mechanism of Hierarchical Predictive Processing: ascending prediction-descending prediction errors tradeoffs. The so-called “Active Inference” which is the complementary components of Free Energy Principle; And which be seen by Paul Cisek et al., is confirmed with multi-affordances competition mechanisms. The Active Predictive Processing shows perception-action tradeoffs, or “epistemic-pragmatic tradeoffs”. Both perception (epistemic value) and action (pragmatic value) fundamentally serves for adaptivity (existential value). Perception-action cycle of Predictive Processing which could be regarded as a second-order cycle based on first-order embodied reflex arc; which is also internalized as a closed loop in the head. Thus on the conception of cognition, contrasting with past two generations of cognitive science, Predictive Processing may has made revolutionary breakthrough at all. Cognition as the systemic function of general adaptive system complies with the most fundamental adaptivity principle. The conventional object-invariants analysis beneath paradigms of two generations of cognitive science, thus ought to give way to mind-world adaptivity analysis underlying the Predictive Processing paradigm. Philosophically speaking, Predictive Processing seems accords with a process theory. In the end, on the basis of the currents and trends of Predictive Processing, we attempt to propose an integrated view. In our view, the pressing contemporary task of Predictive Processing is trying to integrate two generations of cognitive science—Representational-Computational Approach and Embodied Action Approach. Key words: predictive processing, hierarchical predictive coding, free energy principle, active inference"
1,0.896899224806202,2017,"Social Cognition and Psychological Theory","37: Thinking on Chinanization of Personality Research","Abstract: The Chinanization of personality research refers to the study of the personality of Chinese persons considering the current reality of China. The concept strives to create a Chinanized form of personality psychology with Chinese characteristics to better serve China's nurturing of talent and social development. This shift is essential since personality is the way of being a person. Person is not a pure concept of natural category, but is bounded by social culture and history. Contemporary Western personality psychology cannot be universally and homogeneously acknowledged. Although theories differ with a variety of definitions, at their core, they emphasize the uniqueness of the individual; however, in Chinese culture, individuals are evaluated from a perspective of commitment to social obligations, historical responsibilities, and moral values. Traditional Chinese culture emphasizes the ""Oneness of man and nature"" and that the individual should appropriately handle his or her responsibilities towards other people, social groups, society, and nature rather than individual uniqueness. Researches have shown that Chinese individuals are different from individuals in Western countries in terms of their fundamental personality structure, personality dynamics, and self-structure. To develop the field of personality psychology with Chinese characteristics, it is not appropriate to merely translate and simulate current theories. Instead, throughout the education process, we should guide students to explore approaches towards the Chinanization of personality research to achieve research findings that are distinct and specific to China. To that end, the following approaches are suggested: 1. Clarify concepts, and carefully retest personality research conducted overseas. Concepts represent the abstract elements of various phenomena in a particular field of research. The concepts that psychologists study may present different implications; even if the concept implies the same meaning, the behavior of people under different social cultures may also vary. For these reasons, we should not simply imitate personality researches conducted by Western psychologists but retest them and accept appropriate aspects to develop personality psychology theories, concepts, and tools suitable for Chinese. During the education process, we should encourage and support students to think independently and conduct research in a creative manner. 2. Immerse oneself into the reality of China, and strive to conduct personality research geared towards Chinese individuals. To study the personality and behavior of Chinese, it is necessary to immerse oneself into their everyday lives. We should proactively guide students to observe people's daily lives and events to extract concepts related to personality psychology. Students should also be guided to focus on traditional Chinese culture and fine personality traits advocated in contemporary society. Students should treat such matters as research topics, paying close attention to the everyday lives of people, and conduct personality research specifically designed for Chinese individuals. 3. Combine qualitative and quantitative research approach to study Chinese personality. The basic procedure is suggested as follows: a) find examples of certain concepts (e.g., self-independence, self-confidence, self-reliance, courage, frugality) from a real-life context or Chinese ancient literature, and explore its fundamental connotations; b) conduct in-depth interviews and content analysis, then cross-reference such data with the dimensions found in literature analysis to identify the indicators that represent a certain personality concept; c) prepare a preliminary questionnaire; d) conduct a large-scaled test, perform exploratory factor analysis and confirmatory factor analysis to develop a questionnaire with fine reliability and validity; e) conduct follow-up experiments or surveys; and f) suggest recommendations for application. 4. Try to construct a ""perfect personality model"". Perfect personality refers to the constant enrichment of oneself and exploring one's potential according to one's own set of life goals as well as maintaining happiness and developing one's chosen life path. The perfect personality model is also known as the ""Happy Pursuing Model."" Individuals with perfect personality must possess the right values and a proactive view of one's self (including self-love, self-independence, self-confidence, self-reflection, and self-improvement) and must pursue ideals Key words: personality research"
1,0.894370860927152,2021,"Social Cognition and Psychological Theory","Psychobiography as a Branch of Discipline: Current Dilemmas and Coping","Abstract: After a hundred years of development, the social organization of psychobiography as a branch discipline has gradually matured. However, in the process of obtaining social recognition, the development of the discipline of psychobiography is still facing some difficulties. Ethical considerations are an important aspect for the discipline to gain wider social recognition, and it is also a key point for the further development of disciplines. However, the non-anonymity of the research objects of psychobiography and the difficulty of achieving the ""informed consent principle"" have caused psychological research to encounter an unprecedented dilemma in ethics. How to avoid real-name research from causing social and psychological harm to the research objects requires corresponding ethical norms and guidance. The ethical principles of traditional qualitative research cannot provide such guidance. Although predecessors proposed ""time influence model"" and ""moral decision model"" in order to reduce the risks brought to the research objects or their relatives and friends, the ethical guidance of psychobiography is still relatively weak, and it is urgent for psychobiography to form ethical guidelines suitable for this field. As psychobiography enters the field of vision of Chinese scholars, the ""pan-moralization"" of Chinese people's psychological problems has also brought challenges to the ethical issues of psychobiography. Therefore, when studying Chinese historical celebrities, the ethical issues involved require not only ethical considerations in the Western sense, but also "" emotional "" considerations suitable for Chinese culture. The solution of this problem will help the development of the localization of psychobiography research. At the same time, a ""emotional decision-making model "" suitable for character research in my country needs to be proposed. In addition, a mature paradigm must have a common knowledge system, which must not only exist in papers, works, and textbooks, but also in higher talent training systems and courses, so that the academic community can achieve intergenerational expansion. Although psychobiography has made some progress in journal papers, postgraduate papers, books and research institutions, there is still a long way to go before it can be incorporated into the training system of higher education. If psychobiography cannot occupy an appropriate position in the talent training of universities and cannot achieve efficient intergenerational transmission, then the field lacks hematopoietic ability, which is a very dangerous thing. Since the development of psychological biography, more and more schools have begun to realize the significance of psychological biography courses, and affirmed the value of psychological biography talent training. Based on the unique value of psychobiography in the training of psychology professionals, it has become an inevitable trend for the future development of psychobiography to incorporate psychobiography into professional training. Single course mode, integrated course mode and interest group are helpful to improve the position of this field in higher education talent training system. Entering the talent training system of colleges and universities, the discipline community corresponding to psychobiography can realize the extension of generations, and the social organization of the discipline can be continuously developed. In addition, from the perspective of academic prosperity, the guidance of postgraduate tutors in the topic selection of the dissertation may be a more important influencing factor, because it will determine the academic interest and diverse research horizons of the new generation of psychologists. Key words: psychobiography, ethical issues, disciplinary paradigm, social recognition"
1,0.885084745762712,2021,"Social Cognition and Psychological Theory","Dialogue between Mind and Body: Toward an Interoceptive Embodied Cognition","Abstract: The concept of embodied cognition attempts to emphasize that the mind is rooted in the body, and physical experience has important influences on cognitive processes. However, how is the dialogue between mind and body going on? How and through what channels does the body affect mind? In regard to such questions mentioned above, what we knew is still little. Traditional research of embodied cognition encounters not only the repeatability crisis, but also a reliability problem on the conclusion that changing physical states affect advanced cognition. In addition to performing more studies to explore the relationships between physical states and cognitive results, some studies have begun to turn their attention to interoception. The broad sense of interoception includes proprioception and visceroception. The former mainly refers to signals from skin, muscle and skeleton, while the latter refers to signals from internal organs. During actual research, due to operational and ethical reasons, the accuracy of heartbeat perception is one of the most commonly used indicators of an individual’s interoceptive sensitivity. In recent years, more and more evidence has shown that interoception is closely related to bodily-self representation, embodied emotion, as well as social cognition. The study of interoception and bodily-self representation is one of the main aspects of the interoception diversion in embodied cognition. It is well known that rubber hand illusion (RHI) is an experiment in which synchronic visual and tactile stimulations can give rise to a body part ownership illusion. Based on the paradigm of rubber hand illusion, many studies revealed there is a positive correlation between the interoceptive accuracy and the stability of bodily-self representation, which seems to limit the effect of exteroception signals on body perception. Therefore, it is reasonable to assume that if the exteroception model of self emphasizes the plasticity of body perception, the interoception model seems to serve the stability of the body and its psychological representation of external changes. Another important issue of concern is the study of interoception and embodied emotions. Traditional embodied cognition holds the idea that there is a direct relationship between body states and emotions, thus emotional understanding involves embodied simulation. However, recent studies on interoception and embodied emotions have shown that body signals are converted into experiences and then fed into the cognitive system may be more reasonable than the traditional hypothesis that body signals are directly related to the cognitive system. In a word, it is likely that interoception plays an important regulatory role in our physical processing and advanced cognitive processes. If we consider the research from disembodied cognition to embodied cognition as a re-established of body’s core position in self related debate, then the interoception diversion of embodied cognition is a process from fragmented understanding to comprehensive understanding of self. The interoception diversion in the research of embodied cognition may become a critical driving force to lead embodied cognition out of the current dilemma, and promote the further development of embodied cognition. However, more in-depth and detailed discussions about the relationship between body and mind depend on more interoception researches. First of all, research on the relationship between interoception and body representation needs to be further explored. Secondly, it is necessary to expand the potential research objects of interoception and embodiment research. Last but not least, it is important to enrich the coverage of research related to interoception and embodied cognition. Key words: interoception, embodied cognition, body representation, multisensory integration"
1,0.882108626198083,2024,"Social Cognition and Psychological Theory","31: The Evolution and Implications of Positive Youth Development","Abstract: Positive Youth Development (PYD) is an integrative developmental theory that incorporates problem awareness, empirical evidence, and practical applications. PYD spans the entire developmental process, emphasizing the value of youth development from theoretical methods and principles to practical application. This study reviews the formation, background, and theoretical development of PYD, tracing its evolution from an ecological-situational orientation to a historical-cultural orientation over the past 30 years. Emphasizing the dialectical unity of history and logic, the study focuses on the philosophical and theoretical values of youth development mechanisms and practical approaches for promoting youth development. Drawing on historical context and practical experiences in China, this study explores the rich connotations and multiple implications of PYD.The PYD paradigm represents a significant theoretical shift in the field of youth development, reshaping research and practice, and advancing global study and policy processes. PYD moves beyond the ""problem perspective"" and ""deficit model"" by focusing on the strengths and potential of youth. It emphasizes the reciprocal interaction between the individual and the context, recognizing the dynamic interactions fundamental to youth development. As a comprehensive and systematic development theory, the core of PYD lies in the positive transformation of youth epistemology and the profound understanding of development mechanisms.The evolution of PYD from an ecological-situational orientation to a historical-cultural orientation expands our understanding of promoting positive youth development, research methods, and practical exploration. The core theoretical foundation of PYD's historical and cultural orientation is the relational developmental system (RDS), which integrates, expands, and deepens various developmental theories from ecological-situational orientations, such as ecological systems theory and developmental contextualism. RDS, as a cutting-edge theoretical framework in contemporary developmental science, emphasizes the complex dynamic mechanisms of various factors, spanning relationships from the micro-level of physiology, psychology, and behavior to the macro-level of society, culture, and history. It extends the research perspective of PYD to explore dynamic changes in the youth development process.In recent years, PYD research has extended to different regions and countries, focusing on youths in low- and middle-income countries, and revealing diverse developmental patterns. The integration of social and cultural factors has enhanced our understanding of PYD, providing a theoretical foundation and empirical evidence for promoting youth development programs and prevention work worldwide. Thus, the fundamental positive transformation in youth epistemology formed by PYD has multiple implications for exploring ways to study and promote positive development, tapping into youth potential, and formulating and implementing education policies in China.A comprehensive PYD research system has been established in Western countries. Based on the evolution and research experience of PYD worldwide, future PYD research should focus on cultural attributes and social realities in China, promoting the development and improvement of theoretical and applied systems of PYD. Therefore, it is necessary to integrate interdisciplinary research methods to systematically understand and effectively promote PYD development. Future research should consider the current status of youth development in China to integrate PYD into policies and practices, mobilize social resources, adopt a positive perspective toward youth, and promote their comprehensive and healthy growth. Key words: positive youth development, social development, ecological-situational orientation, historical-cultural orientation"
1,0.878397212543554,2022,"Social Cognition and Psychological Theory","Is self-transcendence necessary for wisdom? The relationship between wisdom and self-transcendence","Abstract: Although there is a close relationship between wisdom and self-transcendence, it is still necessary to systematically analyze how they are related, which will help to further understand the structure of wisdom and the connotation of self-transcendence. Some consider self-transcendence and wisdom to be different psychological constructions. The former can promote individual wisdom performance. Wisdom is embodied in the specific performance of individuals in social situations, determined by the interaction between individuals and the environment, and is relatively independent of individual characteristics. Researchers mainly focus on the promotion of self-transcendent cognitive mindset to individual's wise performance in dealing with life difficulties or conflict problems. The second view is that self-transcendence is an aspect, a subcomponent, or a type of wisdom. This view mainly defines wisdom from the perspective of personality trait orientation, and holds that wisdom is a relatively stable ability or trait of an individual, so self-transcendence is directly incorporated into the multiple construction of wisdom, which directly indicates the self-transcendence attribute of wisdom. Wisdom occurs in three levels: within individual, between individuals and super individuals. The three intelligence components corresponding to the field of superindividual are: self-transcendence, recognition of limits of knowledge and understanding, and philosophical/spiritual commitments. Evidence supports the idea that transcendent wisdom and practical wisdom are two types of wisdom. Some researchers define and measure wisdom by self-transcendence and think that self-transcendence is the core of wisdom. Practical wisdom depends on the requirements of culture, or the times, different cultures and societies have different criteria, and self-transcendence is a kind of existence beyond situation, culture, and the times, which is not transferred by the will of society or the times. This view, as a theoretical orientation of wisdom connotation, focuses on the importance of self-transcendence to individual wisdom, emphasizes the core position of self-transcendence in the construction of wisdom, and conforms to the religious and philosophical traditions that attach importance to internal thoughts and spiritual experience, which is also in line with the general cognition of the public about the secularity of wisdom. Based on the two orientations of trait wisdom and state wisdom and the study of self-development, we put forward the Multilayer Model of Wisdom (MMW). State wisdom research focuses on the wise performance of individuals in life situations, which is the outermost layer of wisdom. Trait wisdom research regards it as one kind of relatively stable ability or trait of an individual, which is the stable carrier of the existence of wisdom and the psychological basis of its presentation. At a deeper level, wise self of self-transcendent is the core of the wisdom personality and even the whole wisdom psychological process. By integrating various wisdom theories into the wisdom depth model, we can not only integrate the previous views on the relationship between wisdom and self-transcendence, but also find the more appropriate explanation level of each wisdom theory and the meaning behind it. Key words: wisdom, self-transcendence, transcendent wisdom, wise self, the Multilayer Model of Wisdom"
1,0.874898785425101,2023,"Social Cognition and Psychological Theory","The inter-coder consistency in qualitative research","Abstract: Abstract In recent years, there has been a consistent rise in the number of domains that make use of qualitative research methods. More and more psychologists are resorting to qualitative research to get further into their specialized fields of study. They assert that qualitative research is not only more flexible and adaptive but also offers benefits that quantitative research does not. As the number of qualitative studies conducted in psychology continues to skyrocket, researchers have begun paying increased attention to the methods that may be used to evaluate the quality of a study. This pertains to how researchers demonstrate the rigor of their studies. Coding consistency is considered by some to be an important criterion for evaluating the quality of qualitative research. However, there is considerable debate among researchers about whether coding consistency can be used to demonstrate study quality. Therefore, this study synthesizes and discusses the pertinent ideas raised in previous research. Researchers have proposed the concept of ""coding consistency"" as a reliability factor for coding in qualitative research. There are two forms of coding consistency: intra-coder consistency and inter-coder consistency. The latter type, inter-coder consistency, is a measurement of reliability that is frequently employed by qualitative researchers. The researchers concluded that a higher level of inter-coder consistency suggested a higher level of repeatability in the coding findings as well as a more objective discovery of reality. Nevertheless, this view is questioned by many scholars. They argue that establishing the reproducibility and objectivity of coding should not be the purpose of assessing inter-coder consistency; rather, the goal should be to encourage coders to engage in a negotiated discourse that helps researchers appreciate the study concerns on numerous levels. This topic has been discussed for a considerable amount of time, but no plausible answer has ever been offered. The results showed that many researchers discussed the topics solely from their point of view and did not consider the many distinct components of qualitative research. Inter-coder consistency may be used as a reliability indicator for qualitative research by researchers who pursue reproducibility and objectivity of research results; however, researchers who identify with constructionism suggest employing negotiated coding/critical friends to find many facets of the study issue. In addition, the research summarized many methods for assessing inter-coder consistency, such as percent agreement, category agreement, Cohen's kappa, and other similar techniques. According to the findings of this research, the approach to inquiry is what governs each stage of the qualitative research process. Qualitative researchers must give some thought to the connection that exists between the research approaches that were used and the approach to inquiry. In addition, researchers want to take into consideration the impact that the personal identity aspects of coders have on collaboration. In the not-too-distant future, academics will be tasked with developing procedures for the comprehensive evaluation of qualitative research. Key words: inter-coder consistency, coding reliability, negotiated consistency, quality evaluation of qualitative research"
2,0.991964285714286,2017,"Social Behavior, Moral Decision-Making, and Trust","The Effects of Power and Task Frames on Risk Preferences in Making Decision for Self and Making Decision for Others","Abstract: The study aimed to explore the effect of power and task frame on risk preference of self-other decision making. Undergraduate subjects primed with high or low power were asked to either make decisions for themselves or make decisions for others on a risk preference task under gain or loss task frameworks. The results showed that: 1)In making decision for others, subjects primed with high power performed stronger risk preference, but in making decision for themselves, there were no differences between high power primed group and low power primed group; 2)in making decision for others, subjects' risk preferences between gain frames and loss frames had no significant differences, but in making decision for themselves, the subjects' risk preference under loss frames is stronger than gain frames; 3)subjects primed with low power showed stronger risk preference in making decision for themselves than making decision for others under loss frames, but showed no significant differences under gain frames; no matter in gain frames or in loss frames, subjects primed with high power showed no significant differences in self-other risk decision. Key words: power, task frames, the decision maker' roles, risk preferences"
2,0.990851735015773,2019,"Social Behavior, Moral Decision-Making, and Trust","The effects of decision maker’ role and social pressure on helping decision-making among persons with different interpersonal sensitivity","Abstract: Previous research has identified several factors that may affect individuals’ helping decisions, including personality traits, character traits and situational factors. In recent years, the most important and fascinating goal in psychology is to understand and explain human helping behavior. Some research found that individuals were driven to help others by egoism motivation so as to attract their attention and receive high praise. This motivation may be reflected by one important personality trait--interpersonal sensitivity, it refers to individuals’ levels of sensitivity to others’ opinion. However, the relationship between interpersonal sensitivity and helping decisions has not been studied yet. The purpose of this study is to examine the differences in helping decision-making among individuals with different interpersonal sensitivity. Meanwhile, two situational factors (decision maker’s role and social pressure) are introduced into the experiment to explore the impact of the interaction between personality trait (interpersonal sensitivity) and situational factors on helping decision-making. The present study included 2 experiments. The first experiment employed 2(interpersonal sensitivity: high/low) × 3(decision maker’s role: self/friend/stranger) mixed design with interpersonal sensitivity as a between-subjects variable. Participants were divided into two groups by interpersonal sensitivity scores, and asked to make helping decision about time for different roles. The second experiment employed 2(interpersonal sensitivity: high/low) × 3(decision maker’s role: self/friend/stranger) × 2(social pressure: high/low) mixed design with interpersonal sensitivity and social pressure as a between-subjects variable. Participants were divided into four groups by interpersonal sensitivity and social pressure scores, and asked to make helping decision about money for different roles. Based on two experiments, we found that: (1) Compared to low interpersonal sensitivity, participants with high interpersonal sensitivity were more likely to help others. (2) When individuals made help decisions for themselves, friends, and strangers, their willingness of helping decreased in turn, and the difference between the three of them was significant. (3) Under high social pressure condition, compared to individuals with low interpersonal sensitivity, individuals with high interpersonal sensitivity were more willing to help others, whereas the difference between two groups was not significant under low social pressure condition. (4) Compared to making decisions for their friends, individuals in high social pressure condition were willing to donate more money to others when making decisions for themselves, whereas the difference between the two roles was not significant under low social pressure condition, meanwhile, compared to making decisions for strangers, individuals with the other roles were willing to donate more money to others. (5) Under high social pressure conditions, compared to individuals with low interpersonal sensitivity, individuals with high interpersonal sensitivity were more willing to help others when making decisions for friends or strangers. These results suggested that the interactions between personality traits and situational factors affected individuals’ helping decision-making. Interpersonal sensitivity appeared to be an important personality trait which had important effect on helping decisions, and situational factors, such as decision maker’ role and social pressures played the moderate role in this effect. These findings also proved the interpersonal sensitivity could be a personality trait that was linked with some egoistic motivations of helping. Key words: helping decision-making, interpersonal sensitivity, decision maker’ role, social pressure, motivation"
